species,origin,plot,pos,id,birth_year,observation_year,distance_A,distance_B,survival,size_tillers,flowering_tillers,spikelets_A,spikelets_B,spikelets_C,notes
AGPE,O25,115,,5,2025,2025,2.5,1.076,1,2,0,,,,
AGPE,O25,115,,6,2025,2025,,,0,,,,,,
AGPE,O25,115,,7,2025,2025,0.965,2.3,1,2,0,,,,barely hanging on
AGPE,O25,115,,8,2025,2025,1.908,0.634,1,2,0,,,,herbivory
AGPE,O25,116,,1,2025,2025,1.775,1.292,1,4,0,,,,
AGPE,O25,116,,2,2025,2025,2.307,1.83,1,3,0,,,,
AGPE,O25,116,,3,2025,2025,1.816,2.495,1,4,0,,,,herbivory
AGPE,O25,116,,4,2025,2025,1.447,1.509,1,4,0,,,,herbivory
AGPE,O25,116,,5,2025,2025,1.086,2.166,1,4,0,,,,
AGPE,O25,116,,6,2025,2025,,,0,,,,,,
AGPE,O25,116,,7,2025,2025,2.461,1.127,1,6,0,,,,
AGPE,O25,116,,8,2025,2025,2.73,1.472,1,3,0,,,,
AGPE,,116,,9,,2025,1.436,1.168,1,4,1,50,,,older plant
AGPE,R,117,K1,K1,2022,2025,1.29,1.57,,,,,,,definately sedges
AGPE,R,117,K2,K2,2022,2025,1.12,1.8,,,,,,,definately sedges
AGPE,O22,117,,117_orig22-2,,2025,0.972,2.066,1,5,3,12,15,45,
AGPE,O25,117,,1,2025,2025,,,0,,,,,,
AGPE,O25,117,,2,2025,2025,1.522,1.593,1,1,0,,,,
AGPE,O25,117,,3,2025,2025,2.311,1.632,1,2,0,,,,
AGPE,O25,117,,4,2025,2025,1.641,2.514,1,6,0,,,,herbivory
AGPE,O25,117,,5,2025,2025,1.922,1.182,1,5,0,,,,
AGPE,O25,117,,6,2025,2025,2.19,1.867,1,3,0,,,,
AGPE,O25,117,,7,2025,2025,,,0,,,,,,
AGPE,O25,117,,8,2025,2025,1.589,1.17,1,12,0,,,,
AGPE,O25,118,,1,2025,2025,1.706,1.103,1,2,0,,,,post A blocked by a tree
AGPE,O25,118,,2,2025,2025,2.195,1.687,1,3,0,,,,post A blocked by a tree
AGPE,O25,118,,3,2025,2025,1.657,2.527,1,2,0,,,,
AGPE,O25,118,,4,2025,2025,0.903,1.607,1,8,0,,,,post A blocked by a tree
AGPE,O25,118,,5,2025,2025,1.212,2.231,1,3,0,,,,
AGPE,O25,118,,6,2025,2025,1.321,1.55,1,8,0,,,,post A blocked by a tree
AGPE,O25,118,,7,2025,2025,2.119,1.278,1,2,0,,,,"barely hanging on, post A blocked by a tree"
AGPE,O25,118,,8,2025,2025,1.432,0.49,1,8,0,,,,post A blocked by a tree
AGPE,O25,119,,1,2025,2025,,,0,,,,,,
AGPE,O25,119,,2,2025,2025,1.468,1.507,1,1,0,,,,
AGPE,O25,119,,3,2025,2025,1.478,2.122,1,3,0,,,,
AGPE,O25,119,,4,2025,2025,2.248,1.34,1,5,0,,,,
AGPE,O25,119,,5,2025,2025,,,0,,,,,,
AGPE,O25,119,,6,2025,2025,,,0,,,,,,
AGPE,O25,119,,7,2025,2025,,,0,,,,,,
AGPE,O25,119,,8,2025,2025,,,0,,,,,,
AGPE,R,120,K1,K1,2022,2025,2.44,1.73,,,,,,,definately sedges
AGPE,R,120,K2,K2,2022,2025,2.43,1.94,,,,,,,definately sedges
AGPE,O25,120,,1,2025,2025,1.619,2.753,1,3,0,,,,
AGPE,O25,120,,2,2025,2025,1.096,2.206,1,6,0,,,,
AGPE,O25,120,,3,2025,2025,,,0,,,,,,
AGPE,O25,120,,4,2025,2025,,,0,,,,,,
AGPE,O25,120,,5,2025,2025,1.514,1.343,1,7,0,,,,herbivory
AGPE,O25,120,,6,2025,2025,1.487,1.951,1,5,0,,,,
AGPE,O25,120,,7,2025,2025,,,0,,,,,,
AGPE,O25,120,,8,2025,2025,0.508,2.222,1,3,0,,,,one of the tillers is really small
